id,type,args,nom
1894,2001,,Prendre le pain et partir
1895,2001,,"Ok, ok !"
1896,2001,,Se renseigner sur les groupes
1897,2001,,Donner les mèches de cheveux
1898,2001,,Accepter de l'aider
1899,2001,,C'est gentil mais c'est de l'Arash qu'il me faut...
1900,2001,,Donner 5 kamas
1901,2001,,Donner les ciseaux
1903,1,2272,Se renseigner sur les créatures
1904,1,2273,Se renseigner sur la vitalité 
1905,1,2274,Quoi donc ?
1906,1,2275,Continuer la discussion
1907,1,2277,"Ouais, pour sûr !"
1908,1,2277,"Tu te trompes, l'ami !"
1909,1,2278,Les zaaps ? Qu'est-ce que c'est ?
1910,2001,,Bien compris.
1911,1,2280,Lui demander ce qu'il fait
1912,1,2281,La foi ?
1913,1,2282,Où se trouve le temple de mon dieu ?
1914,1,2283,Comment as-tu perdu un bout d'oreille ?
1915,1,2285,Se renseigner sur les créatures
1916,1,2286,Continuer la discussion
1917,1,2287,Continuer la discussion
1918,1,2288,Demander l'origine du nom de  Nak Unkouy
1920,2001,,Merci maître Iop !
1921,2001,,A l'attaque !
1922,2001,,Enfin un vrai défi ?!
1923,2001,,C'est une affaire réglée !
1924,2001,,Lui montrer ce que vous avez
1926,2001,,Ca m'intéresse bien sûr !
1927,2001,,Lui montrer l'arc
1928,2001,,Voyons voir ça...
1929,2001,,Lui montrer l'arc
1930,2001,,Rat d'égoûtant ? Dîtes m'en plus...
1931,2001,,Engager le combat pour lui piquer son sang
1932,1,2329,Lui demander ce qui lui arrive
1933,2001,,Bien sûr !
1934,2001,,"Ca m'a l'air bien, allons-y !"
1935,2001,,Donner le pain et les planches
1936,1,2331,Demander des informations sur la vente d'objets.
1937,1,2332,Demander des informations sur l'achat d'objets.
1938,2001,,Escorter
1939,2001,,Accepter et partir
1940,2001,,En avant !
1941,2001,,C'est parti !
1942,2001,,Je m'en charge !
1943,2001,,Une affaire qui roule !
1944,2001,,Partir avec lui
1945,2001,,Parler de Xavier le boulanger
1946,1,432,En savoir plus
1947,1,132,Parler de Xavier le boulanger
1948,1,334,Se renseigner sur le métier de Paysan
1949,2001,,Je ne m'avouerais pas vaincu !
1950,2001,,Donner 3 fer
1951,2001,,Continuer la discution
1952,1,2347,Se renseigner sur le métier d'alchimiste
1953,1,2348,Demander à devenir alchimiste
1953,53,2053,Demander à devenir alchimiste
1954,1,2349,Demander d'autres informations
1955,2001,,Quel genre d'histoires ?
1956,2001,,Comment ça ?
1959,2001,,Vous savez ce qu'il se passe ?
1960,2001,,Des légendes ?
1961,2001,,Accepter de devenir alchimiste
1962,1,2358,Se renseigner sur ce personnage
1963,1,2359,Se renseigner sur le metier de chasseur
1964,1,2361,Demander à devenir chasseur
1965,1,2362,Accepter le défi
1965,994,"7388,2039,41",Accepter le défi
1966,991,"7388,2039,101,12",Lancer le combat
1967,991,"7388,2039,101,12",Tentez à nouveau le combat
1968,990,-1,Montrer la cuisse de Bouftou
1969,2001,,Opiner du chef dubitativement
1970,1,3135,Continuer la discussion
1971,1,2370,Demander l'emplacement d'un hôtel de vente
1972,1,2371,Demander l'emplacement d'un bâtiment de métier
1973,1,1181,En savoir plus sur son métier
1974,2001,,Poser des questions sur les Dofus
1975,2001,,Hôtel des ventes des Forgeurs
1976,2001,,Hôtel des ventes des Sculpteurs
1977,2001,,Hôtel des ventes des Mineurs
1978,2001,,Hôtel des ventes des Paysans
1979,2001,,Insister lourdement
1980,1,2375,Se renseigner sur son métier
1981,1,2376,Apprendre un métier de sculpteur
1982,1,2377,Apprendre le métier sculpteur d'Arc
1983,1,2378,Apprendre le métier sculpteur de Bâton
1984,1,2379,Apprendre le métier sculpteur de Baguette
1985,2001,,Non
1986,6,"1,373,942,393,336",Oui
1987,2001,,Non
1988,6,"1,873,942,393,336",Oui
1989,2001,,Non
1990,6,"1,973,942,393,336",Oui
1991,1,2380,Se renseigner sur le métier
1992,1,2381,Apprendre le métier de forgeron
1993,1,2382,Apprendre la forge d'Epée
1994,1,2383,Apprendre la forge de Dague
1995,1,2384,Apprendre la forge de pelle
1996,1,2385,Apprendre la forge de marteau
1997,1,2386,Apprendre le forge de Hâche
1998,2001,,Non
1999,6,"11,751,123,901,489",Oui
2000,2001,,Non
2001,6,"17,751,123,901,489",Oui
2002,2001,,Non
2003,6,"20,751,123,901,489",Oui
2004,2001,,Non
2005,6,"14,751,123,901,489",Oui
2006,2001,,Non
2007,6,"31,751,123,901,489",Oui
2008,1,2387,Apprendre le métier de Pêcheur
2009,2001,,Non
2010,6,"16,754,423,881,489",Oui
2011,1,1169,Parler d'amour et d'autres choses
2012,2001,,Padgref Demoël
2013,1,2394,Demander à devenir pêcheur
2014,1,2395,Se renseigner sur son métier
2015,1,2396,Apprendre le métier : Bucheron
2016,2001,,Non
2017,6,"2,737,723,971,489",Oui
2018,2001,,Aller voir Setsinbol
2019,2001,,Frakacia Leukocythine
2020,2001,,Qil Bil
2021,2001,,Brumen Tinctorias
2022,2001,,Fouduglen l'Ecureuil
2023,2001,,Ogivol Scalarcin
2024,1,1170,Accepter le deal
2024,994,"7365,2106,36",Accepter le deal
2025,2001,,Hôtel des ventes des Bûcheron
2026,1,2398,Suite...
2027,1,2400,Se renseigner sur le métier
2028,1,2401,Apprendre le métier
2029,2001,,Hôtel des ventes des Alchimistes
2030,2001,,Hôtel des ventes des Boulangers
2031,2001,,Hôtel des ventes des Chasseurs
2032,2001,,Hôtel des ventes des Pêcheurs
2033,2001,,Hôtel des ventes des Tailleurs
2034,1,2370,Précédent...
2035,2001,,Non
2036,1,2402,Oui
2036,6,"24,759,924,021,489",Oui
2037,988,-1,Donner les Appats
2043,1,2404,Se renseigner sur le métier
2044,1,2405,Apprendre le métier de Cordonnier
2045,2001,,Non
2046,6,"15,761,624,061,489",Oui
2047,1,2107,Montrer la liste d'appats
2047,986,"7596,2106,2107,36",Montrer la liste d'appats
2048,2001,,Demander des ciseaux
2049,2001,,Acheter une paire
2050,1,2413,Se renseigner globalement
2051,1,2414,Metier de récolte
2052,1,2415,Métier d'artisanat
2053,1,2417,Se renseigner précisément
2054,1,2418,Métier de récolte
2055,1,2419,Métier d'artisanat
2056,2001,,Paysan
2058,2001,,Bûcheron
2059,2001,,Mineur
2060,2001,,Pêcheur
2061,2001,,Chasseur
2062,2001,,Forgeron
2063,2001,,Sculpteur
2064,2001,,Bijoutier
2066,2001,,Cordonnier
2067,2001,,Tailleur
2068,2001,,Oui
2069,2001,,Indiquer où se trouve le maître
2070,2001,,Demander où trouver le maitre
2071,2001,,Demander où trouver le maitre
2072,2001,,Demander où se trouve le maître
2073,2001,,Demander où se trouve le maitre
2074,2001,,Demander où se trouve le tailleur
2075,2001,,Demander où se trouve le maître
2076,2001,,Demander où se trouve le maître
2077,2001,,Demander où se trouve le maître
2078,2001,,Demander où se trouve le maître
2079,2001,,Demander où se trouve la scierie
2080,2001,,Demander où trouver la fonderie
2081,2001,,Demander où se trouve les établis
2082,2001,,Demander où trouver les établis
2083,2001,,Boulanger
2085,2001,,Demander où trouver le maître
2086,2001,,Poissonnier
2087,2001,,Demander où trouver le maître
2088,2001,,Boucher
2089,2001,,Se renseigner sur les créatures
2090,1,3136,Continuer la discussion
2091,2001,,Continuer la discussion
2092,2001,,Demander où se trouve le maître
2093,2001,,Parler d'autre chose
2094,2001,,Se renseigner sur les Zaaps
2095,2001,,Hôtel des ventes des Bouchers
2096,2001,,Hôtel des ventes des Poissonniers
2097,1,2446,Suite...
2098,1,2398,Précédent...
2099,2001,,Hôtel de vente des Cordonniers
2100,2001,,Hôtel de vente des Bijoutiers
2101,2001,,Demander autre chose
2103,2001,,Continuer la discussion
2104,2001,,Demander autre chose
2105,2001,,Parler d'autre chose
2106,2001,,Aller voir Gasdaure
2107,2001,,Parler d'autre chose
2108,0,-1,Livrer Padgref Demoël
2109,0,-1,Livrer Frakacia
2110,0,-1,Livrer Nervoes Brakdoun
2111,0,-1,Livrer Qil Bil
2112,0,-1,Livrer Brumen Tinctorias
2113,0,-1,Livrer Fouduglen
2114,0,-1,Livrer Ogivol Scarlarcin
2115,2001,,Demander de montrer le vendeur
2116,2001,,Comment s'asseoir ?
2117,2001,,Se renseigner sur le livre de quêtes
2118,2001,,Parler d'autre chose
2119,2001,,Rien...
2120,2001,,Accepter
2121,510,-1,Donner 1 jeton Bworker
2123,2001,,"C'est bon, j'y vais !"
2124,2001,,Lui demander de vous indiquer le chemin.
2125,2001,,"Ok, j'y vais"
2126,2001,,Ok. En route !
2127,2001,,C'est parti !
2128,2001,,C'est parti !
2129,2001,,Passer à la salle suivante
2130,2001,,Continuer la conversation
2131,2001,,Sans façon.
2132,2001,,Proposer quand même son aide
2134,2001,,Où trouver de l'ambre ?
2135,2001,,Où est Toyo Dzink ?
2136,2001,,D'accord !
2137,2001,,Donner l'ambre
2138,2001,,Se renseigner sur le metier
2139,2001,,Se renseigner sur le métier
2140,2001,,Se renseigner sur le métier
2141,2001,,Se renseigner sur le métier
2143,1,2496,D'accord
2143,40,95,D'accord
2144,1,2497,Je refuse
2145,1,2496,"Dans ce cas, j'accepte ! "
2145,40,95,"Dans ce cas, j'accepte ! "
2146,1,2499,C'est quoi la Pandrista ?
2147,2001,,"Je refuse, je veux payer la taxe !"
2148,2001,,Je VEUX payer la TAXE !
2150,2001,,D'accord...
2151,2001,,Vive Pandala !
2152,2001,,D'accord...
2153,2001,,"Shaman, Guérissez moi !"
2154,2001,,Pourquoi ?
2155,2001,,Merci !
2156,2001,,Oui
2157,2001,,D'accord
2158,2001,,Un Dofus ?
2159,2001,,Non
2160,2001,,D'accord
2161,2001,,Siffloter d'un air innocent
2162,2001,,"Non, je visite l'île, merci... "
2164,2001,,Une fiole de Pandaburg
2165,2001,,Oui
2166,2001,,Les conseillers ?
2167,2001,,Les valeurs ancestrales des Pandawas ?
2168,2001,,Les trois... Euh... Comment ça ?
2169,2001,,D'accord
2170,2001,,Que savez-vous sur les Dofus ?
2171,2001,,D'accord
2172,2001,,Pourquoi parlez-vous de vous à la 3e personne ?
2173,2001,,Que savez-vous de la légende des Dofus ?
2174,2001,,Merci ! Vous parler fut un honneur
2175,2001,,"Que savez-vous sur les Dofus, sage Lénald ?"
2176,2001,,Un Dofus ?! A Pandala ?
2177,2001,,D'accord
2178,2001,,On va voir ce qu'on va voir !
2179,2001,,Nooooon !
2180,2001,,Je cherche à connaître la légende des Dofus !
2181,2001,,Est-ce tout ?
2182,2001,,Comment sais tu cela ?
2184,2001,,D'accord
2185,2001,,Je refuse !
2186,2001,,J'accepte !
2187,2001,,J'accepte
2188,2001,,Je refuse
2189,2001,,Hé bien...J'accepte...
2190,2001,,Non !
2191,2001,,Oui !
2192,2001,,J'y vais !
2194,2001,,Euh...
2195,2001,,Euuuh...
2196,2001,,Euuuuuh...
2197,2001,,Je t'écoute
2198,2001,,Très intéressant...
2199,2001,,Et alors ?...
2200,2001,,"Oui, sage Lénald !"
2201,2001,,Tu veux dire que...
2202,2001,,Nom d'un Bwak !
2203,2001,,D'accord
2204,2001,,Bien... Merci...
2206,2001,,Comment puis-je m'y rendre ?
2207,2001,,Très intéressant...
2208,2001,,Et alors ?...
2209,2001,,"Oui, sage Lénald"
2210,2001,,le Dofus Emeraude !
2211,2001,,Tu veux dire que...
2212,2001,,Par tous les dieux ! Il y a donc un Dofus à Pandala !
2213,2001,,Je refuse
2216,2001,,D'accord... j'accepte...
2217,2001,,D'accord
2218,2001,,D'accord
2219,2001,,Et maintenant ?
2222,2001,,Se renseigner sur les armes
2223,2001,,Une fiole de Pandneken
2224,2001,,Une fiole de Pandapiler
2225,2001,,Une fiole de Pandapils
2226,2001,,Une fiole de Panduvel
2228,1,2613,S'indigner de voir un chacha parler de la sorte
2229,1,2614,Accepter
2230,1,2850,Détourner son regard (ou presque)
2231,2001,,Demander à poochan de suivre
2232,2001,,accepter
2233,2001,,Demander où se trouve Mr Metoasa
2234,2001,,Insister
2235,2001,,Insister
2236,2001,,Insister
2237,2001,,Lui balancer une baigne
2238,2001,,Lui parler d'acquérir Lanma
2239,2001,,S'en aller
2240,2001,,S'en aller
2241,2001,,Donner 50 000 Kamas
2242,2001,,S'en aller
2243,2001,,Donner 25000 Kamas
2244,2001,,S'en aller
2245,2001,,Donner 5000 Kamas
2246,2001,,Lui présenter le plat
2247,2001,,S'en aller 
2248,2001,,Annuler la promesse de mariage de Nakunne
2249,2001,,Raconter la promesse de Gempa
2250,2001,,Se proposer en Mariage
2251,2001,,Proposer Poochan en mariage
2252,2001,,Accepter
2253,2001,,Oui
2254,2001,,Prendre la potion et la boire
2255,2001,,Prendre une potion et la boire
2256,2001,,Lui présenter poochan
2257,2001,,Demander où se trouve Mr Metoasa
2258,2001,,Accepter le défi 
2259,2001,,Demander des précisions sur le bouclier
2260,2001,,Demander les faiblesses de cet art ?
2261,2001,,Continuer
2262,2001,,Comment apprendre le Pandasiman
2263,2001,,Demander un entrainement gratuit
2264,2001,,Débuter l'entrainement
2265,2001,,Accepter le bouclier
2266,2001,,Donner 10 bambous contre un bouclier
2267,2001,,Le laisser à ses horloges
2268,2001,,Proposer de le remplacer
2271,2001,,Proposer son aide
2272,2001,,Quelle porte ?
2273,2001,,Donner du Kouartz
2274,2001,,Prêt !
2275,2001,,Montrer la lettre
2276,2001,,Puis-je vous être utile ?
2279,2001,,J'accepte...
2281,2001,,Prier
2282,2001,,Laquelle ?
2283,2001,,Une Pandaburg
2284,2001,,Une Pandapiler
2285,2001,,Une Pandapils
2286,2001,,Une Pandalartois
2287,2001,,Une Panduvel
2288,2001,,Une Panduff
2289,2001,,Une Pandarium Tremens
2290,2001,,Une Pandakwak
2291,2001,,Une Bière de la Tabasse 
2292,2001,,Qu'ai-je ouï ?
2293,2001,,Une Bière du Feubuk 
2294,2001,,Une Bière du Chabrûlé 
2295,2001,,Une Pandneken 
2296,2001,,Je suis ici pour la livraison
2297,2001,,"Plus besoin d'initiation, que puis-je faire ?"
2298,2001,,Compris
2300,2001,,Euh...
2301,2001,,D'accord
2302,2001,,Un Dofus ?
2303,2001,,J'accepte !
2304,2001,,Que savez-vous sur les Dofus ?
2306,2001,,D'accord
2307,2001,,D'accord... mais pourquoi parlez-vous de vous à la troisième personne ?
2308,2001,,Je comprends...
2309,2001,,"Que savez-vous sur les Dofus, sage Lénald ?"
2310,2001,,Un Dofus ?! A Pandala ?
2311,2001,,D'accord
2313,2001,,J'écoute !
2314,2001,,J'y cours !
2315,2001,,Non !
2316,2001,,Oui!
2317,2001,,Oui dans ce cas
2318,2001,,Que faites-vous ?
2319,2001,,Qui sont-ils ?
2320,2001,,Mhh ? Ca se pourrait... Ca consiste en quoi ?
2321,2001,,Kling
2322,2001,,Accepter
2323,2001,,Klang
2324,2001,,Euh.. Klingklang ?
2325,2001,,"Pour tout dire, je suis en quête du Dofus de Pandala"
2326,2001,,Nier être un aventurier
2327,2001,,Payer la cotisation
2329,2001,,Cette forêt est-elle si dangereuse que ça ?
2330,2001,,Entendu !
2331,2001,,Cette forêt est donc si dangereuse que ça ?
2332,2001,,Entendu !
2333,2001,,Elle est donc si dangereuse que ça cette forêt ?
2334,2001,,Entendu !
2335,2001,,Elle est donc si dangereuse que ça cette forêt ?
2336,2001,,Entendu !
2337,2001,,Elle est si dangereuse que ça cette forêt ?
2338,2001,,Entendu !
2339,2001,,Elle est si dangereuse que ça cette forêt ?
2340,2001,,Entendu !
2341,2001,,"Cette forêt, elle si dangereuse que ça ?"
2342,2001,,Entendu !
2343,2001,,Elle est si dangereuse que ça cette forêt ?
2344,2001,,Entendu !
2345,2001,,"Elle est si dangereuse que ça, cette forêt ?"
2346,2001,,Entendu !
2347,2001,,Elle est donc si dangereuse que ça cette forêt ?
2348,2001,,Entendu !
2349,2001,,"Elle est donc si dangereuse que ça, cette forêt ?"
2350,2001,,Entendu !
2351,2001,,"Elle est donc si dangereuse que ça, cette forêt ?"
2352,2001,,Entendu
2353,2001,,"Elle est donc si dangereuse que ça, cette forêt ?"
2354,2001,,Entendu
2355,2001,,D'une carte de la forêt mystérieuse...
2356,2001,,"Ainsi donc, vous y êtes allé ?"
2357,2001,,Prendre le livre
2358,2001,,Payer et s'embarquer
2359,2001,,J'écoute
2360,2001,,Entendu...
2361,2001,,Lui parler du sage Lenald de Feudala
2363,2001,,Une lumeul...euh...rumeur ?
2364,2001,,Comment ça ?
2365,2001,,Demander l'histoire du Dofus Cawotte
2366,2001,,Rien
2367,2001,,Affirmer
2368,2001,,Comment obtenir un certificat ?
2369,2001,,Comment obtenir la tenue ?
2370,2001,,Passer le test
2371,2001,,Passer le test du grade Ikwa
2372,2001,,Passer le test du grade Nikwa
2373,2001,,Passer le test du grade Sankwa
2374,2001,,Passer le test du grade Yonkwa
2375,2001,,Passer le test du grade Gokwa
2376,2001,,Passer le test du grade Rokwa
2377,2001,,Commencer le combat
2378,2001,,Commencer le test
2379,2001,,Commencer le combat
2380,2001,,Commencer le test
2381,2001,,Expliquez-moi l'origine de l'art Pandawushu
2382,2001,,Comment passer des grades ?
2383,2001,,Affronter le maître
2384,2001,,Passage du grade Shodanwa
2385,2001,,Passage du grade Nidanwa
2386,2001,,Passage du grade Sandanwa
2387,2001,,Passage du grade Yondanwa
2388,2001,,Passage du grade Godanwa
2390,2001,,Montrer la tenue et le certificat
2391,2001,,Prendre le certificat
2392,2001,,Demander une autorisation spéciale
2393,2001,,Entrer dans le labyrinthe
2394,2001,,Dans les plunelles de Lazeliane se leflétait jadis une couleul... Quelle est cette couleul ?
2395,2001,,Ah...
2396,2001,,D'accord
2397,2001,,D'accord
2398,2001,,Un bwak qui parle !
2399,2001,,Comment sortir d'ici
2400,2001,,Des précisions
2401,2001,,C'est parti !
2402,2001,,Gagné 
2403,2001,,Affirmer
2404,2001,,Affirmer
2405,2001,,Sourire
2406,2001,,...
2407,2001,,Approuver
2408,2001,,exprimer son désir d'entrer dans la forêt
2409,2001,,Affirmer
2410,2001,,Affirmer
2411,2001,,Affirmer
2412,2001,,Exact
2413,2001,,Euh... dans les prunelles de Razeriane se reflète une couleur... Quelle est cette couleur ?
2414,2001,,Expliquer sa venue
2415,2001,,Accepter
2416,2001,,Recommandation du sage Lenald
2417,2001,,Accepter
2418,2001,,Demander de guérir de la pandrista
2420,2001,,Se rendre à la porte de Bonta
2421,2001,,Se rendre à la porte de Brâkmar
2422,2001,,Trois
2424,2001,,Cinq
2425,2001,,Oups !
2426,2001,,Une Abracape
2427,2001,,Une cape bleutée
2428,2001,,Une cape Agilitée
2429,2001,,Une Cape Itou Lascione
2430,1,2813,Non Maître...
2431,1,2814,"Qu'est-ce qu'un kwan, Maître ?"
2432,2001,,Se renseigner sur les caractéristiques des Pandawas
2433,2001,,Oui
2434,2001,,Que faire alors ?
2435,2001,,Demander d'indiquer le pont sur sa carte
2436,2001,,Affronter un disciple
2437,2001,,De quoi s'agit-il ?
2438,2001,,Accepter
2439,2001,,Trahir ?
2440,2001,,...
2441,2001,,...
2443,1,1186,Se renseigner sur la tour
2444,2001,,Quitter l'Ordre du Coeur Vaillant
2445,2001,,Se renseigner sur la tour
2446,2001,,Devenir Ecuyer
2447,2001,,Qu'est-ce qu'un Ordre ?
2448,2001,,Qu'est-ce que le Coeur Vaillant ?
2451,2001,,Rejoindre l'Ordre de l'Oeil Attentif
2452,2001,,Qu'est-ce que l'Oeil Attentif ?
2453,2001,,Prendre du temps pour réfléchir
2454,2001,,Qu'est-ce qu'un Ordre ?
2455,2001,,"On y arrivera jamais, j'abandonne pour le moment"
2457,2001,,Devenir Espion.
2458,2001,,Rejoindre l'Ordre de l'Esprit Salvateur
2459,2001,,Qu'est-ce que l'Esprit Salvateur ?
2460,2001,,Qu'est-ce qu'un Ordre ?
2461,2001,,Prendre du temps pour réfléchir
2462,2001,,Devenir Apprenti.
2463,2001,,Accepter.
2464,2001,,Accepter
2465,2001,,Quatre
2466,2001,,Rokwa
2467,2001,,Dorkwa
2468,2001,,Sankwa
2469,2001,,Gokwa
2470,2001,,Takuwan Sohowa
2471,2001,,Myamowa Musashwan
2472,2001,,Sun Tzuwan
2473,2001,,Yagywan Munenorwan
2474,2001,,Le Bouclier d'Asse
2475,2001,,Le Ftalmo
2476,2001,,Le Cadran de Feu
2477,2001,,Le Bouclier d'Abraknyde
2478,2001,,"Non, merci !"
2479,2001,,Accepter.
2480,2001,,Accepter.
2488,1,2859,Comment sortir de prison ?
2490,2001,,Rejoindre l'Ordre de l'Oeil Putride
2491,2001,,Rejoindre l'Ordre de l'Esprit Malsain
2492,2001,,Devenir surineur
2493,2001,,Devenir Apprenti sombre
2499,2001,,Commencer le combat
2503,1,2881,Comment puis-je capturer des âmes ?
2504,2001,,En résumé ?
2506,1,1633,Payer la caution
2507,2001,,Demander pour sortir 
2508,2001,,Sortir de prison
2509,2001,,Sortir de prison
2510,2001,,Payer la caution
2511,2001,,Payer la caution
2512,2001,,Payer la caution
2513,2001,,Payer la caution
2514,2001,,Payer la caution
2515,2001,,Payer la caution
2516,2001,,Demander pour sortir 
2517,2001,,Demander pour sortir 
2518,2001,,Demander pour sortir 
2519,2001,,Demander pour sortir
2520,2001,,Demander pour sortir
2521,2001,,Demander pour sortir
2522,2001,,Demander pour sortir
2523,2001,,Payer la caution
2524,2001,,Demander pour sortir
2525,2001,,Je dois passer le rituel
2526,2001,,Fermer les yeux
2527,2001,,Accepter
2528,2,"82,441,388,351",
2528,9,"4,138,351",Plaît-il ?
2529,2001,,Se faire pousser dans la source du chacha
2530,2001,,Se faire pousser dans la source du Bwak
2531,2001,,Se faire pousser dans la source du marcassin
2532,2001,,Se renseigner sur le métier de forgeur de bouclier
2533,6,"60,8362,-1,-1",Apprendre le métier de forgeur de bouclier
2535,2001,,Se renseigner sur le métier de forgeur de bouclier
2536,2001,,S'en aller
2539,2001,,Commencer les choses sérieuses
2540,2001,,Kannipiou
2541,2001,,Goyave
2542,2001,,Plus agile
2543,2001,,Plus chanceux
2544,2001,,Plus intelligent
2546,2001,,Kannipiou
2547,2001,,Goyave
2548,2001,,Commencer le test
2549,2001,,Commencer le test
2550,0,-1,Livrer Rok Gnorok
2551,0,-1,Livrer Musha L'Oni
2551,1,2906,Livrer Musha L'Oni
2552,0,-1,Livrer Marzwel le Gobelin
2553,0,-1,Livrer Zatoïshwan
2554,0,-1,Livrer Aermyne 'Braco' Scalptaras
2556,2001,,Consulter son coffre personnel
2557,2001,,Devenir Chevalier de l'Espoir.
2558,2001,,Quitter l'Ordre du Coeur Vaillant.
2559,2001,,Devenir Chasseur de Renégats.
2560,2001,,Demander un fortifiant
2561,2001,,Vouloir plus d'agilité 
2562,2001,,Vouloir plus de resistance au vent
2563,1,2929,Demander un fortifiant
2564,2001,,Vouloir plus d'intelligence
2565,2001,,Vouloir plus de resistance au feu
2566,1,2931,Demander un fortifiant
2567,1,2932,Vouloir plus de chance
2568,2001,,Vouloir plus de resistance à l'eau
2569,2001,,Demander un fortifiant
2570,2001,,Vouloir plus de force
2571,2001,,Vouloir plus de resistance à la terre
2572,2001,,Valider son grade Gokwa
2573,2001,,Valider son grade Rokwa
2574,2001,,Donner 1000 kamas
2575,520,-1,Accepter la récompense
2576,15,"828,244,473,098,167",Donner la clé et rentrer.
2577,15,"8338,88,7312,8467",Donner la clé et rentrer dans le donjon.
2578,508,-1,Prendre le familier avec soi et sortir  du donjon.
2579,2001,,Entrer dans le donjon.
2580,522,-1,Prendre le Peki Peki avec soi et sortir du Donjon.
2581,2001,,Payer 300000 Kamas
2582,1,2951,Je veux divorcer
2583,2001,,Je suis tombé amoureux d'une Arakne
2584,2001,,Je suis tombée amoureuse de mon Chacha
2585,2001,,Ma femme s'est faite dévorer par un Gloutovore
2586,2001,,Mon mari s'est fait capturer par des Kannibouls sur Moon
2587,2001,,Ma femme cuisinait trop mal
2588,2001,,Mon mari avait une trop mauvaise haleine
2589,2001,,Ma femme me trompait avec un Roublard
2590,2001,,Mon mari préfère sa monture à sa femme
2591,103,-1,Donner 50000 Kamas et accepter le divorce
2592,2001,,Refuser de payer une telle somme pour divorcer
2593,2001,,Prendre les poils et quitter le donjon
2594,2001,,Donner les poils et rentrer dans le donjon
2595,2001,,C'est noté 
2596,2001,,Me Montrer le Livre de quête
2600,1,2969,Je cherche à savoir si ces oeufs donneront chacun naissance à un mâle et à une femelle Tofu ?
2601,1,2970,Ah... on m'aurait menti ? Puis-je poser une autre question ?
2602,1,2971,"Cher Maître, j'aimerais votre diagnostic concernant ce Dofus."
2603,1,2972,C'est un Pandawa qui m'a demandé de...
2604,1,2973,... Mmh
2605,2001,,"D'accord, j'ai compris !"
2606,2001,,J'y cours !
2607,2001,,On ne m'y reprendra plus !
2608,2001,,Merci !
2610,2001,,Oui !
2611,1,2983,Non
2612,1,2982,Ah ? Bon... alors d'accord !
2613,2001,,Oui
2614,2001,,D'accord !
2615,2001,,Non
2616,2001,,Me montrer ma bonne étoile
2617,2001,,"D'accord, merci !"
2618,2001,,Je veux en savoir plus sur les Emoticons.
2619,2001,,D'accord.
2620,2001,,Je veux savoir comment me faire des amis.
2621,2001,,D'accord.
2622,2001,,Je veux savoir comment créer un groupe.
2623,2001,,D'accord.
2624,2001,,Je veux savoir comment créer une Guilde.
2625,2001,,D'accord.
2626,2001,,Je crois que je n'ai plus de questions.
2627,2001,,Ah...
2628,2001,,Avec plaisir !
2629,2001,,Comment faire ?
2630,2001,,On trouve toujours des objets dans les dépouilles des créatures ?
2631,2001,,"Je vais vous plumer un Piou violet, à tout de suite."
2633,2001,,Ok
2636,2001,,Ok
2639,1,3008,Je veux un parchemin d'Agilité.
2642,1,3004,D'accord.
2643,1,3004,Non merci.
2644,1,3009,Je veux un parchemin de Chance.
2645,1,3004,D'accord.
2646,1,3004,Non merci.
2647,1,3010,Je veux un parchemin de Force.
2648,1,3004,D'accord.
2649,1,3004,Non merci.
2650,1,3011,Je veux un parchemin de Sagesse.
2651,1,3004,D'accord.
2652,1,3004,Non merci.
2653,1,3012,Je veux un parchemin de Vitalité.
2654,1,3004,D'accord.
2655,1,3004,Non merci.
2656,1,3013,Je veux un parchemin d'Intelligence.
2657,1,3004,D'accord.
2658,1,3004,Non merci.
2660,1,3015,C'est Herdegrize l'auteur de ce livre ?
2662,1,3017,Que faites-vous ?
2663,2001,,D'accord.
2664,1,3019,Non.
2665,1,3018,"Tout compte fait, j'accepte !"
2666,2001,,D'accord !
2667,2001,,Me montrer la Carte.
2668,2001,,Oui
2670,2001,,Oui
2671,2001,,En effet ! 
2672,1,3028,Quoi donc ?
2673,1,3031,Euh...
2674,1,3036,Rien d'autre ?
2677,1,3014,"Je cherche "" le temps des dragons "" d'Acidrik."
2679,2001,,"Je veux, euh, je veux euh, partir !"
2680,1,2974,Me montrer l'inventaire
2685,2001,,J'accepte !
2686,2001,,D'accord !
2687,2001,,Merci !
2688,2001,,Une belle balade en perspective.
2689,2001,,Je préfère la campagne.
2690,2001,,Essayer de rentrer dans le sanctuaire
2691,2001,,Faire rentrer son fantôme Chacha
2692,2001,,Faire rentrer son fantôme Bilby
2693,2001,,Faire rentrer son fantôme Bwak Air
2694,2001,,Faire rentrer son fantôme Bwak Eau
2695,2001,,Faire rentrer son fantôme Bwak Feu
2696,2001,,Faire rentrer son fantôme Bwak Terre
2697,2001,,Faire rentrer son fantôme Corbac
2698,2001,,Faire rentrer son fantôme Croum
2699,2001,,Faire rentrer son fantôme Dragoune
2700,2001,,Faire rentrer son fantôme Ecureuil Chenapan
2701,2001,,Faire rentrer son fantôme Léopardo
2702,2001,,Faire rentrer son fantôme Fotome
2703,2001,,Faire rentrer son fantôme Marcassin
2704,2001,,Faire rentrer son fantôme Minimino
2705,2001,,Faire rentrer son fantôme Nomoon
2706,2001,,Faire rentrer son fantôme Pioute Bleu
2707,2001,,Faire rentrer son fantôme Pioute Jaune
